"DENOM_COMERC","CD_CVM","SETOR_ATIV","AUDITOR"
"FAZENDAS REUNIDAS BOI GORDO",19020,"Agricultura (Açúcar, Álcool e Cana)","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"OLMA",13560,"Alimentos","ARTHUR ANDERSEN BIEDERMANN A I"
"POMIFRUTAS S/A",19658,"Agricultura (Açúcar, Álcool e Cana)","EVOLUÇÃO AUDITORES INDEPENDENTES S/S ILIMITADA"
"FICAP",12980,"Máquinas, Equipamentos, Veículos e Peças","BKR - LOPES, MACHADO AUDITORES"
"BANCO CRUZEIRO DO SUL SA",20753,"Bancos","KPMG AUDITORES INDEPENDENTES LTDA."
"MASTER CEARENSE",7234,"Petroquímicos e Borracha","KPMG AUDITORES ASSOCIADOS"
"MASTER TECIDOS",12548,"Petroquímicos e Borracha","FONTELES AUDITORES INDEPENDENTES S/S"
"MATEC",13170,"Máquinas, Equipamentos, Veículos e Peças","ARTHUR ANDERSEN BIEDERMANN A I"
"MATONE SECURITIZADORA S/A",21059,"Securitização de Recebíveis","KPMG AUDITORES INDEPENDENTES LTDA."
"MAVERICK",18228,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A",19780,"Securitização de Recebíveis","UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES"
"MAYUTA SA",13250,"Emp. Adm. Participações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MB ENGENHARIA",21385,"Construção Civil, Mat. Constr. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"MBK SECUTITIZADORA S/A",22861,"Securitização de Recebíveis","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S"
"MC TRUST SA",18783,"Comunicação e Informática","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MC&A",13862,"Máquinas, Equipamentos, Veículos e Peças","RUHTRA S/C"
"MCM CIMENTOS SA",22284,"Construção Civil, Mat. Constr. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"MCOM SA TELEC",14427,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MCOM WIRELESS SA",15504,"Emp. Adm. Participações","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MECANICA PESADA",8516,"Máquinas, Equipamentos, Veículos e Peças","GV-GUERARD VIALA AUDITORES S/C"
"MEDIAL SAUDE S/A",20273,"Serviços Médicos","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MEGAPART PARTICIPAÇÕES",18619,"Emp. Adm. Participações","BKR - LOPES, MACHADO AUDITORES"
"MELAMINA ULTRA SA INDÚSTRIA QUÍMICA",8524,"Petroquímicos e Borracha","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MELIUZ S.A.",25232,"Comunicação e Informática","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.",25119,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MELHORAMENTOS PAPEIS",14532,"Papel e Celulose","LCZ AUDITORES"
"MEM CELULAR PARTICIPAÇÕES SA",17531,"Emp. Adm. Part. - Telecomunicações","TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES"
"MENDES JUNIOR ENGENHARIA S/A",4782,"Construção Civil, Mat. Constr. e Decoração","RSM BRASIL AUDITORES INDEPENDENTES LTDA."
"MENEGAZ",13080,"Máquinas, Equipamentos, Veículos e Peças","MOREIRA AUDITORES BRAS ASSOC"
"MENFIS PARTICIPAÇÕES S/A",22462,"Emp. Adm. Part. - Sem Setor Principal","KPMG AUDITORES ASSOCIADOS"
"MERCANTIL LEASING",15890,"Arrendamento Mercantil","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MERIDIONAL",12807,"Metalurgia e Siderurgia","ROBERTO DREYFUSS & CIA SC"
"MESBLA",8559,"Comércio (Atacado e Varejo)","SOTECONTI AUDITORES INDEP SC"
"MESBLA TRUST",14060,"Securitização de Recebíveis","BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S"
"METAL LEVE ELET",13528,"Máquinas, Equipamentos, Veículos e Peças","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"METALAC",8583,"Máquinas, Equipamentos, Veículos e Peças","ARTHUR ANDERSEN BIEDERMANN A I"
"METALFLEX",8591,"Metalurgia e Siderurgia","WALTER HEUER AUDITORES INDEPENDENTES"
"METALFRIO SOLUTIONS S/A",20613,"Máquinas, Equipamentos, Veículos e Peças","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"IGUAÇU",8605,"Metalurgia e Siderurgia","CONSULT - AUDITORES INDEPENDENTES"
"METALGRAFICA RIO",8613,"Metalurgia e Siderurgia","ABA AUDITORES BRAS ASSOC SC"
"METALON",8621,"Metalurgia e Siderurgia","AUGE CONTADORES S/S"
"METALTRUST S/A",17370,"Emp. Adm. Part. - Securitização de Recebíveis","RBA GLOBAL AUDITORES INDEPENDENTES S/S"
"METALURGICA DUQUE SA",8648,"Metalurgia e Siderurgia","AUDIPLAN AUDITORES INDEPENDENTES"
"METALÚRGICA GERDAU",8656,"Emp. Adm. Part. - Metalurgia e Siderurgia","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"HASSMANN",8664,"Metalurgia e Siderurgia","GAETANO LUIZ ALBERTONI"
"MET JOAO WIEST SA",13641,"Metalurgia e Siderurgia","MARTINELLI AUDITORES"
"METALMA",8680,"Metalurgia e Siderurgia","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"METALURGICA MOCOCA",8699,"Metalurgia e Siderurgia","TOUCHE ROSS & CIA SC AUD INDEP"
"METALURGICA RIOSULENSE S/A",13439,"Máquinas, Equipamentos, Veículos e Peças","VGA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES LTDA"
"METANOR S.A METANOL DO NORDESTE",8745,"Petroquímicos e Borracha","MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA."
"METISA",8753,"Metalurgia e Siderurgia","CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
"METODO ENGENHARIA S.A.",8761,"Construção Civil, Mat. Constr. e Decoração","DE CONTI AUDITORES INDEP SC"
"METODO ENGENHARIA S.A.",17876,"Construção Civil, Mat. Constr. e Decoração","GRANT THORNTON AUD INDEP"
"METRO TRUST",16276,"Serviços Diversos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"",22942,"Emp. Adm. Part. - Sem Setor Principal","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MICROLAB",12440,"Máquinas, Equipamentos, Veículos e Peças","NT & ASSOCIADOS S/C AUDITORES"
"MICROTEC",12815,"Máquinas, Equipamentos, Veículos e Peças","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A",22012,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MINAS INVESTIMENTOS",8800,"Emp. Adm. Participações","FERNANDO MOTTA & ASSOCIADOS - AUDITORES INDEPENDENTES"
"MINAÇO",16080,"Metalurgia e Siderurgia","R&R AUDITORIA E CONSULTORIA - EPP"
"MINASMÁQUINAS S/A",8818,"Máquinas, Equipamentos, Veículos e Peças","VILLELA E ASSOCIADOS AUDITORIA E CONSULTORIA S/S"
"MINERACAO ARIPUANA",8834,"Extração Mineral","KURIKI AUDITORES INDEP SC"
"CIMENVALE",4316,"Extração Mineral",""
"MINERVA S/A",20931,"Alimentos","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"MINUPAR",13765,"Emp. Adm. Part. - Alimentos","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"MISSISSIPI SECURITIZADORA S/A",25151,"Securitização de Recebíveis","AUDIFACTOR AUDITORES INDEPENDENTES S/S LTDA"
"",24902,"Construção Civil, Mat. Constr. e Decoração","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MLOG S.A.",22586,"Emp. Adm. Part. - Sem Setor Principal","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MMX MINERAÇÃO E METÁLICOS S.A.  - EM RECUPERAÇÃO JUDICIAL",17914,"Extração Mineral","BKR - LOPES, MACHADO AUDITORES"
"MNLT S.A.",26611,"Emp. Adm. Part. - Sem Setor Principal","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MNM",12157,"Metalurgia e Siderurgia","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MOBLY S.A.",25461,"Comércio (Atacado e Varejo)","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"MODDATA",12734,"Telecomunicações","BKR - LOPES, MACHADO AUDITORES"
"MOENA PARTICIPAÇÕES S/A",21253,"Emp. Adm. Part. - Educação","KPMG AUDITORES ASSOCIADOS"
"MOINHO DA LAPA",8869,"Alimentos","SOTEC AUD AUDITORES INDEP SC"
"MOINHO RECIFE",12777,"Alimentos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MONACO VINHEDOS",3719,"Bebidas e Fumo","AUREL AUDITORES REUNIDOS SC"
"MONTE RODOVIAS S.A.",26328,"Emp. Adm. Part. - Serviços Transporte e Logística","KPMG AUDITORES INDEPENDENTES LTDA."
"MONTEIRO ARANHA",8893,"Emp. Adm. Part. - Sem Setor Principal","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MONTICIANO PARTICIPAÇÕES S/A",21261,"Emp. Adm. Part. - Sem Setor Principal","KPMG AUDITORES ASSOCIADOS"
"MONTREAL",8907,"Máquinas, Equipamentos, Veículos e Peças","PROGRESS AUDITORES INDEPENDENTES"
"",25470,"Comunicação e Informática","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MOTO PECAS",3670,"Máquinas, Equipamentos, Veículos e Peças","RUHTRA S/C"
"MOTORADIO",12769,"Máquinas, Equipamentos, Veículos e Peças","NARA - KOISEKI AUDITORES INDEPENDENTES"
"MOTORES BUFALO",8923,"Máquinas, Equipamentos, Veículos e Peças",""
"MUCISA",8931,"Petróleo e Gás","AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S"
"MOTORTEC",8940,"Máquinas, Equipamentos, Veículos e Peças","AUDITOR AUDT E ORG CONTABIL SC"
"MOTTU I S.A",26344,"Máquinas, Equipamentos, Veículos e Peças","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"MOURA DUBEUX",21067,"Construção Civil, Mat. Constr. e Decoração","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"CONFIANCA",8966,"Construção Civil, Mat. Constr. e Decoração","ADCON AUDITORIA CONTL EMP SC"
"MOVIDA LOCAÇÃO DE VEÍCULOS S.A",25828,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MOVIDA PARTICIPAÇÕES S.A.",23825,"Serviços Transporte e Logística","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MPM CORPÓREOS S.A.",25445,"Serviços Médicos","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MRS LOGÍSTICA S/A",17949,"Serviços Transporte e Logística","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"MRV ENGENHARIA",20915,"Construção Civil, Mat. Constr. e Decoração","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MUELLER IRMAOS",12629,"Metalurgia e Siderurgia","ROMEU COAS"
"MULTI-CAR RIO TERMINAL DE VEÍCULOS S/A",16977,"Emp. Adm. Participações","BKR - LOPES, MACHADO AUDITORES"
"MULTIBRAS PAR SA",15857,"Serviços Diversos","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MULTILASER INDUSTRIAL S.A.",26034,"Comunicação e Informática","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"MULTINER",21520,"Energia Elétrica","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"MULTIPLAN",20982,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"MULTIPLIC LEASING",8150,"Arrendamento Mercantil","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MULTIPLUS SA",21946,"Comércio (Atacado e Varejo)","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"MULTITEL",12610,"Emp. Adm. Participações","KPMG AUDITORES ASSOCIADOS"
"MULTITEXTIL",9008,"Têxtil e Vestuário","KPMG AUDITORES INDEPENDENTES LTDA."
"MULTIVIDRO",9016,"Extração Mineral","SOTEC AUD AUDITORES INDEP SC"
"MUNCK",9024,"Emp. Adm. Participações","JDM AUDITORES INDEPENDENTES SOCIEDADE SIMPLES"
"MUNDIAL",9032,"Têxtil e Vestuário","UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES"
"MUNDIAL",5312,"Têxtil e Vestuário","TATICCA AUDITORES INDEPENDENTES S.S. - EPP"
"NACIONAL FACTORING",14737,"Bancos","KPMG AUDITORES INDEPENDENTES LTDA."
"NACIONAL IGUATEMI",18457,"Emp. Adm. Participações","GLOBAL AUDITORES INDEPENDENTES LTDA."
"NACIONAL LEASING SA",13676,"Arrendamento Mercantil","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NACIONAL CFI",10766,"Bancos","KPMG AUDITORES INDEPENDENTES LTDA."
"NADIR FIGUEIREDO S.A",9040,"Comércio (Atacado e Varejo)","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"NAKATA",9059,"Máquinas, Equipamentos, Veículos e Peças","SOC TEC AUDITORIA SOMATEC SC"
"NAOMI PARTICIPAÇÕES",22667,"Emp. Adm. Part. - Sem Setor Principal","RSM BRASIL AUDITORES INDEPENDENTES LTDA."
"NOVA SECURITIZADORA S.A.",23906,"Securitização de Recebíveis","AJCA AUDITORES INDEPENDENTES SS LTDA"
"NATIONAL DISTILLERS",12394,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NATIVA",13048,"Máquinas, Equipamentos, Veículos e Peças","DIEHL BIEDERMAN BORDASCH SC"
"NATURA & CO HOLDING S.A.",24783,"Farmacêutico e Higiene","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NATURA COSMETICOS SA",19550,"Farmacêutico e Higiene","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NCF PARTICIPAÇÕES S.A.",24015,"Emp. Adm. Part. - Sem Setor Principal","IRKO HIRASHIMA AUDITORES INDEPENDENTES LTDA."
"NEOENERGIA S.A.",15539,"Emp. Adm. Part. - Energia Elétrica","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"NEOGRID PARTICIPAÇÕES S.A.",25399,"Comunicação e Informática","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"BERGAMO",1651,"Construção Civil, Mat. Constr. e Decoração","TECNOAUD AUDITORES INDEPENDENTES S/S"
"NET SERVIÇOS DE COMUNICAÇÃO S.A.",14621,"Telecomunicações","DIRECTA AUDITORES"
"NEUMARKT TRADE AND FINANCIAL CENTER S/A",14613,"Crédito Imobiliário","TATICCA AUDITORES INDEPENDENTES S.S. - EPP"
"NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO",17540,"Emp. Adm. Part. - Telecomunicações","PEMOM AUDITORES INDEPENDENTES LTDA."
"NEXFUEL BIOENERGIA S/A",22063,"Agricultura (Açúcar, Álcool e Cana)","KPMG AUDITORES INDEPENDENTES LTDA."
"NEXPE PARTICIPAÃiES S.A.",21180,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"NISA PARTICIPAÇÕES",22640,"Emp. Adm. Part. - Sem Setor Principal","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NITROCARBONO",9075,"Petroquímicos e Borracha","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NOAH PARTICIPAÇÕES",22659,"Emp. Adm. Part. - Sem Setor Principal","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"NORCHEM",9105,"Bancos","KPMG AUDITORES INDEPENDENTES LTDA."
"NORCON",21504,"Construção Civil, Mat. Constr. e Decoração","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"NORDEQ",11886,"Metalurgia e Siderurgia","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"NORDON INDS METALURGICAS SA",9083,"Metalurgia e Siderurgia","MÜLLER & PREI AUDITORES INDEPENDENTES S/S"
"NOROESTE SEGURADORA",9113,"Seguradoras e Corretoras","KPMG AUDITORES INDEPENDENTES LTDA."
"NORSE ENERGY DO BRASIL SA",21369,"Petróleo e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.",24988,"Energia Elétrica","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"NORTE ENERGIA S.A",25097,"Energia Elétrica","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"NORTEC QUIMICA S.A.",22985,"Farmacêutico e Higiene","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.",24384,"Emp. Adm. Part. - Serviços médicos","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"COMPANHIA NOVA SUL AMERICA",19224,"Emp. Adm. Part. - Sem Setor Principal","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"EMPRESA COMERCIAL, INDUSTRIAL E OUTRAS",10251,"Agricultura (Açúcar, Álcool e Cana)","DIRECTA AUDITORES"
"NOVA AMERICA S/A",3751,"Têxtil e Vestuário","BKR - LOPES, MACHADO AUDITORES"
"NOVA SECURITIZAÇÃO S/A",21105,"Securitização de Recebíveis","BLB - AUDITORES INDEPENDENTES"
"NOVA SHOPPING CENTER",15385,"Emp. Adm. Participações","KPMG AUDITORES ASSOCIADOS"
"NOVA SOCIEDADE DE NAVEGAÇÃO S.A.",27081,"Emp. Adm. Part. - Petróleo e Gás","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS",24708,"Emp. Adm. Part. - Petróleo e Gás","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"NOVADATA",12700,"Máquinas, Equipamentos, Veículos e Peças","BIANCHESSI & CIA  AUDITORES"
"NOVAMARLIM PARTICIPAÇÕES S/A",19178,"Emp. Adm. Part. - Petróleo e Gás","KPMG AUDITORES INDEPENDENTES LTDA."
"NOVAMARLIM PETROLEO SA",19194,"Emp. Adm. Part. - Petróleo e Gás","KPMG AUDITORES INDEPENDENTES LTDA."
"NOVO HAMBURGO SEGS",9148,"Seguradoras e Corretoras","RUHTRA S/C"
"NOVOSINOS",9156,"Seguradoras e Corretoras","AUGE CONTADORES S/S"
"NOVOTEL",9164,"Hospedagem e Turismo",""
"NPF SECURITIZADORA S.A.",21695,"Securitização de Recebíveis","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"NORDESTE QUIMICA",14273,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"NUMERAL 80 PARTICIPAÇÕES S.A.",16446,"Emp. Adm. Part. - Serviços Transporte e Logística","KPMG AUDITORES INDEPENDENTES LTDA."
"NUTRICIA",9172,"Alimentos","ARTHUR YOUNG AUD ASSOCIADOS SC"
"NUTRIPLANT",21334,"Agricultura (Açúcar, Álcool e Cana)","HOLDER AUDITORES INDEPENDENTES S/S - EPP"
"NYLONSUL",9180,"Têxtil e Vestuário",""
"OAHAKA PARTICIPAÇÕES S.A.",16365,"Emp. Adm. Participações","KPMG AUDITORES INDEPENDENTES LTDA."
"",26956,"Emp. Adm. Part. - Petróleo e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"OCEANPACT SERVIÇOS MARÍTIMOS S.A.",25534,"Petróleo e Gás","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"OCTANTE SECURITIZADORA SA",22390,"Securitização de Recebíveis","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"ODEBRECHT",9199,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"ODONTOPREV S/A",20125,"Serviços Médicos","KPMG AUDITORES INDEPENDENTES LTDA."
"OESTE PARTICIPAÇÕES SA",16594,"Emp. Adm. Part. - Telecomunicações","DIRECTA AUDITORES"
"BRASIL TELECOM S.A.",11312,"Telecomunicações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"ÓLEO E GÁS PARTICIPAÇÕES S/A - EM RECUPERAÇÃO JUDICIAL",20168,"Emp. Adm. Part. - Petróleo e Gás","KPMG AUDITORES INDEPENDENTES LTDA."
"OLICAL",12831,"Agricultura (Açúcar, Álcool e Cana)","SISTEMA AUDITORES INDEPENDENTES"
"",26417,"Intermediação Financeira","BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA"
"OLVEBRA",9245,"Alimentos","ARTHUR ANDERSEN BIEDERMANN A I"
"",26123,"Serviços Médicos","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"WTORRE PROPERTIES S.A.",20419,"Construção Civil, Mat. Constr. e Decoração","KPMG AUDITORES INDEPENDENTES LTDA."
"OPEA SECURITIZADORA S.A.",18406,"Securitização de Recebíveis","KPMG AUDITORES INDEPENDENTES LTDA."
"OPP PETROQUIMICA",15393,"Petroquímicos e Borracha","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.",16942,"Emp. Adm. Part. - Sem Setor Principal","GRANT THORNTON AUDITORES INDEPENDENTES LTDA."
"OPPORTUNITY LESTE SA",16357,"Emp. Adm. Part. - Telecomunicações","PERFORMANCE AUDITORIA E CONSULTORIA EMPRESARIAL SOCIEDADE SIMPLES"
"OPPORTUNITY SECURITIZADORA DE CREDITOS IMOBILIARIOS",20583,"Securitização de Recebíveis","PERFORMANCE AUDITORIA E CONSULTORIA EMPRESARIAL SOCIEDADE SIMPLES"
"ORBIS TRUST",16470,"Securitização de Recebíveis","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"ORIGEM ENERGIA S.A.",27227,"Petróleo e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"ORION",9261,"Petroquímicos e Borracha","SOTECONTI AUDITORES INDEP SC"
"ORIZON MEIO AMBIENTE S.A.",27049,"Saneamento, Serv. Água e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.",25550,"Saneamento, Serv. Água e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"ORNIEX",9270,"Petroquímicos e Borracha","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL",21342,"Emp. Adm. Part. - Sem Setor Principal","RSM BRASIL AUDITORES INDEPENDENTES LTDA."
"BRASIL AGROSEC COMPAHIA SECURITIZADORA",22250,"Securitização de Recebíveis","BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA."
"",23507,"Emp. Adm. Part. - Comércio (Atacado e Varejo)","KPMG AUDITORES INDEPENDENTES LTDA."
"OXITENO NORDESTE",9296,"Petroquímicos e Borracha","RUHTRA S/C"
"OXITENO S.A. INDÚSTRIA E COMÉRCIO",13072,"Petroquímicos e Borracha","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"PACAEMBU CONSTRUTORA S.A.",25143,"Construção Civil, Mat. Constr. e Decoração","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"PACIFIC RDSL PARTICIPAÇÕES S.A.",24163,"Emp. Adm. Part. - Sem Setor Principal","KPMG AUDITORES INDEPENDENTES LTDA."
"--",18414,"Emp. Adm. Part. - Telecomunicações","RSM BRASIL AUDITORES INDEPENDENTES LTDA."
"PAES MENDONCA",13749,"Comércio (Atacado e Varejo)","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
"PALMASA",9318,"Extração Mineral","JAIRO COELHO CIA AUDITORES S/C"
"PAN ARRENDAMENTO MERCANTIL S.A.",18554,"Arrendamento Mercantil","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"PANAMBRA",9326,"Máquinas, Equipamentos, Veículos e Peças","NARDON, NASI - AUDITORES INDEPENDENTES S/S EPP"
"PANATLANTICA",94,"Metalurgia e Siderurgia","MICHELON AUDITORES E CONSULTORES SOCIEDADE SIMPLES"
"PANEX SA",9334,"Metalurgia e Siderurgia","FRANCISCO IGNACIO BRANDI PRADO"
"PANEX SA",15490,"Metalurgia e Siderurgia","KPMG AUDITORES ASSOCIADOS"
"PANTANAL PLAZA SHOPPING",17523,"Comércio (Atacado e Varejo)","LUIZ ADEMAR CORRÊA DA COSTA"
"PAO AMERICANO",9350,"Alimentos","RIO BRANCO AUDITORES INDEPENDENTES S/S"
"PARAMOUNT LANSUL",9377,"Têxtil e Vestuário","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A",19798,"Têxtil e Vestuário","DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA."
"PARANA",20729,"Bancos","KPMG AUDITORES INDEPENDENTES LTDA."
"PARANA EQUIPAMENTOS",9385,"Máquinas, Equipamentos, Veículos e Peças","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"PARANA SHOPPING",15547,"Emp. Adm. Participações","CONSULT - AUDITORES INDEPENDENTES"
"PARANAPANEMA S.A.",9393,"Metalurgia e Siderurgia","KPMG AUDITORES INDEPENDENTES LTDA."
"PARCOM PARTICIPACOES SA EM LIQUIDACAO",14680,"Emp. Adm. Part. - Telecomunicações","BKR - LOPES, MACHADO AUDITORES"
"PARINCORP",14486,"Emp. Adm. Participações","KPMG AUDITORES INDEPENDENTES LTDA."
"NÃO  CONSTA",12580,"Alimentos","KPMG AUDITORES INDEPENDENTES LTDA."
"PARNASSA",14729,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"PARQUES TEMÁTICOS HOPI HARI",18058,"Emp. Adm. Participações","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA."
"PARSAN S.A.",27448,"Saneamento, Serv. Água e Gás","ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA."
